id,name,status,venue,date,dateTimeGMT,teams,teamInfo,score,series_id,fantasyEnabled,bbbEnabled,hasSquad
0c843afc-1b56-4c99-9fc1-d7f8ae5933f9,"Kerala vs Maharashtra, Elite Group C",Maharashtra opt to bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2022-10-18,2022-10-18T08:30:00,"['Kerala', 'Maharashtra']","[{'name': 'Kerala', 'shortname': 'KER', 'img': 'https://g.cricapi.com/img/teams/39-637897797224429950.png'}, {'name': 'Maharashtra', 'shortname': 'MAH', 'img': 'https://g.cricapi.com/img/teams/45-637897797960178569.png'}]","[{'r': 109, 'w': 2, 'o': 15, 'inning': 'Maharashtra Inning 1'}]",8674de6c-02cf-4f68-acfd-8ec8a1d1f204,True,False,True
aba7c3c0-d02d-41e6-a3bb-431f737ff095,"Madhya Pradesh vs Mizoram, Elite Group A",Madhya Pradesh won by 6 wkts,"Saurashtra Cricket Association Stadium, Rajkot",2022-10-18,2022-10-18T04:30:00,"['Madhya Pradesh', 'Mizoram']","[{'name': 'Madhya Pradesh', 'shortname': 'MP', 'img': 'https://g.cricapi.com/img/teams/44-637897797618832180.png'}, {'name': 'Mizoram', 'shortname': 'MIZ', 'img': 'https://g.cricapi.com/img/teams/48-637897799543539926.png'}]","[{'r': 94, 'w': 6, 'o': 20, 'inning': 'Mizoram Inning 1'}, {'r': 98, 'w': 4, 'o': 12.1, 'inning': 'Madhya Pradesh Inning 1'}]",8674de6c-02cf-4f68-acfd-8ec8a1d1f204,True,False,True
